source_key,source_package,source_file,source_line,source_label,source_kind,source_title,source_chapter,source_section_path,source_proof_present,canonical_label,canonical_status,disposition_notes
inverse_q_analogs_and_series:thm:qpoch-tail-certificate,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/07_certification_and_frontiers.tex,41,thm:qpoch-tail-certificate,theorem,Complex \(q\)-Pochhammer tail,,Certification and research frontiers / Branch-aware numerical certification / Certified tails for infinite products,yes,thm:qpoch-tail-certificate,human-proved frontier result,Retained from the inverse volume under its existing canonical label and proof status.
inverse_q_analogs_and_series:thm:sinc-tail-certificate,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/07_certification_and_frontiers.tex,138,thm:sinc-tail-certificate,theorem,Geometric sinc-product tail,,Certification and research frontiers / Branch-aware numerical certification / Certified tails for infinite products,yes,thm:sinc-tail-certificate,human-proved frontier result,Retained from the inverse volume under its existing canonical label and proof status.
inverse_q_analogs_and_series:thm:monotone-branch-certificate,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/07_certification_and_frontiers.tex,185,thm:monotone-branch-certificate,theorem,Monotone branch certificate,,"Certification and research frontiers / Branch-aware numerical certification / Real branches: brackets, residuals, and interval Newton",yes,thm:monotone-branch-certificate,human-proved frontier result,Retained from the inverse volume under its existing canonical label and proof status.
inverse_q_analogs_and_series:thm:interval-newton-one-dimensional,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/07_certification_and_frontiers.tex,220,thm:interval-newton-one-dimensional,theorem,One-dimensional interval Newton,,"Certification and research frontiers / Branch-aware numerical certification / Real branches: brackets, residuals, and interval Newton",yes,thm:uq-interval-newton-certificate,human-proved frontier result,Merged as a duplicate or specialization into thm:uq-interval-newton-certificate; the stronger retained inverse result carries the canonical proof.
inverse_q_analogs_and_series:thm:complex-krawczyk-disk,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/07_certification_and_frontiers.tex,267,thm:complex-krawczyk-disk,theorem,Complex Krawczyk disk,,"Certification and research frontiers / Branch-aware numerical certification / Complex disks: contraction, Rouch\'e, and total zero counts",yes,thm:complex-krawczyk-disk,human-proved frontier result,Retained from the inverse volume under its existing canonical label and proof status.
inverse_q_analogs_and_series:thm:rouche-one-zero-disk,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/07_certification_and_frontiers.tex,304,thm:rouche-one-zero-disk,theorem,One-zero Rouch\'e disk,,"Certification and research frontiers / Branch-aware numerical certification / Complex disks: contraction, Rouch\'e, and total zero counts",yes,thm:uq-rouche-disk-certificate,human-proved frontier result,Merged as a duplicate or specialization into thm:uq-rouche-disk-certificate; the stronger retained inverse result carries the canonical proof.
inverse_q_analogs_and_series:thm:validated-argument-principle,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/07_certification_and_frontiers.tex,334,thm:validated-argument-principle,theorem,Validated argument-principle count,,"Certification and research frontiers / Branch-aware numerical certification / Complex disks: contraction, Rouch\'e, and total zero counts",yes,thm:validated-argument-principle,human-proved frontier result,Retained from the inverse volume under its existing canonical label and proof status.
inverse_q_analogs_and_series:thm:cauchy-truncation-tail,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/07_certification_and_frontiers.tex,401,thm:cauchy-truncation-tail,theorem,Cauchy tail bound,,Certification and research frontiers / Branch-aware numerical certification / Asymptotic truncation is part of the certificate,yes,thm:cauchy-truncation-tail,human-proved frontier result,Retained from the inverse volume under its existing canonical label and proof status.
inverse_q_analogs_and_series:thm:inverse-residual-transfer,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/07_certification_and_frontiers.tex,426,thm:inverse-residual-transfer,theorem,Branchwise inverse residual transfer,,Certification and research frontiers / Branch-aware numerical certification / Asymptotic truncation is part of the certificate,yes,prop:uq-asymptotic-residual-transfer,human-proved frontier result,Merged as a duplicate or specialization into prop:uq-asymptotic-residual-transfer; the stronger retained inverse result carries the canonical proof.
inverse_q_analogs_and_series:prop:gevrey-least-term,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/07_certification_and_frontiers.tex,457,prop:gevrey-least-term,proposition,Optimal index for a Gevrey-one remainder envelope,,Certification and research frontiers / Branch-aware numerical certification / Asymptotic truncation is part of the certificate,yes,prop:gevrey-least-term,human-proved frontier result,Retained from the inverse volume under its existing canonical label and proof status.
inverse_q_analogs_and_series:thm:total-cumulant-identifiability,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/07_certification_and_frontiers.tex,511,thm:total-cumulant-identifiability,theorem,Total-cumulant identifiability,,Certification and research frontiers / Two archived conjectures that are theorems / Total cumulants identify the geometric uniform law,yes,thm:fr-total-identifiability,human-proved frontier result,Merged into thm:fr-total-identifiability via the raw-to-normalized scale conversion a=s(1-q).
inverse_q_analogs_and_series:thm:transcendental-gaussian-uniqueness,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/07_certification_and_frontiers.tex,586,thm:transcendental-gaussian-uniqueness,theorem,Uniqueness at a transcendental base,,Certification and research frontiers / Two archived conjectures that are theorems / A transcendental value determines the Gaussian rectangle,yes,thm:transcendental-gaussian-uniqueness,human-proved frontier result,Retained from the inverse volume under its existing canonical label and proof status.
inverse_q_analogs_and_series:thm:simple-critical-values-monodromy,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/07_certification_and_frontiers.tex,638,thm:simple-critical-values-monodromy,theorem,"Simple, distinct critical values force full monodromy",,Certification and research frontiers / Precisely stated open frontiers / \texorpdfstring{Generic monodromy of finite \(q\)-products,yes,thm:simple-critical-values-monodromy,human-proved frontier result,Retained from the inverse volume under its existing canonical label and proof status.
inverse_q_analogs_and_series:conj:generic-pochhammer-monodromy,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/07_certification_and_frontiers.tex,669,conj:generic-pochhammer-monodromy,conjecture,Generic finite \(q\)-Pochhammer monodromy,,Certification and research frontiers / Precisely stated open frontiers / \texorpdfstring{Generic monodromy of finite \(q\)-products,no,conj:generic-pochhammer-monodromy,conjecture,Retained from the inverse volume under its existing canonical label and proof status.
inverse_q_analogs_and_series:conj:continuous-gaussian-monotonicity,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/07_certification_and_frontiers.tex,711,conj:continuous-gaussian-monotonicity,conjecture,Continuous Gaussian monotonicity,,Certification and research frontiers / Precisely stated open frontiers / Continuous Gaussian monotonicity,no,conj:continuous-gaussian-monotonicity,conjecture,Retained from the inverse volume under its existing canonical label and proof status.
inverse_q_analogs_and_series:conj:complete-bernstein-principal-inverse,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/07_certification_and_frontiers.tex,779,conj:complete-bernstein-principal-inverse,conjecture,Complete-Bernstein principal inverse,,Certification and research frontiers / Precisely stated open frontiers / A complete-Bernstein principal inverse,no,conj:complete-bernstein-principal-inverse,conjecture,Retained from the inverse volume under its existing canonical label and proof status.
inverse_q_analogs_and_series:thm:qgamma-unique-minimum,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/07_certification_and_frontiers.tex,807,thm:qgamma-unique-minimum,theorem,Unique minimum of \(\Gamma_q\),,Certification and research frontiers / Precisely stated open frontiers / \texorpdfstring{The minimum of the \(q\)-gamma function,yes,thm:qs-qgamma-minimum,human-proved frontier result,Merged as a duplicate or specialization into thm:qs-qgamma-minimum; the stronger retained inverse result carries the canonical proof.
inverse_q_analogs_and_series:conj:qgamma-monotone-minimizer,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/07_certification_and_frontiers.tex,840,conj:qgamma-monotone-minimizer,conjecture,Monotonic motion of the \(q\)-gamma minimum,,Certification and research frontiers / Precisely stated open frontiers / \texorpdfstring{The minimum of the \(q\)-gamma function,no,conj:qgamma-monotone-minimizer,conjecture,Retained from the inverse volume under its existing canonical label and proof status.
inverse_q_analogs_and_series:conj:cyclotomic-resurgent-inverse,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/07_certification_and_frontiers.tex,902,conj:cyclotomic-resurgent-inverse,conjecture,Cyclotomic resurgent inverse,,Certification and research frontiers / Precisely stated open frontiers / Cyclotomic resurgence with fixed normalization,no,conj:cyclotomic-resurgent-inverse,conjecture,Retained from the inverse volume under its existing canonical label and proof status.
q_series_from_first_principles:unlabelled-definition-001,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,102,,definition,$q$-Pochhammer symbols,,Analytic and formal foundations,no,qg:def-qshifted-factorial,not applicable,Guide audit disposition: merged duplicate Q definition.
q_series_from_first_principles:lem:product-convergence,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,126,lem:product-convergence,lemma,Absolute convergence of the basic products,,Analytic and formal foundations,yes,thm:poch-entire,Lean-proved,Guide audit disposition: merged into stronger Q.
q_series_from_first_principles:unlabelled-definition-002,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,148,,definition,Gaussian polynomial,,Gaussian polynomials and finite $q$-algebra,no,qg:def-gaussian-coefficient,not applicable,Guide audit disposition: merged duplicate Q definition.
q_series_from_first_principles:prop:q-pascal,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,156,prop:q-pascal,proposition,$q$-Pascal recurrences,,Gaussian polynomials and finite $q$-algebra,yes,thm:qpascal,Lean-proved,Guide audit disposition: merged into stronger Q.
q_series_from_first_principles:thm:finite-qbinomial,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,175,thm:finite-qbinomial,theorem,Finite $q$-binomial theorem,,Gaussian polynomials and finite $q$-algebra,yes,thm:finite-qbinomial,Lean-proved,Guide audit disposition: merged into stronger Q.
q_series_from_first_principles:cor:finite-reciprocal,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,197,cor:finite-reciprocal,corollary,Finite reciprocal expansion,,Gaussian polynomials and finite $q$-algebra,yes,thm:reciprocal-finite,human-proved frontier result,Guide audit disposition: merged equivalent index shift.
q_series_from_first_principles:thm:infinite-qbinomial,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,218,thm:infinite-qbinomial,theorem,Infinite $q$-binomial theorem,,The infinite $q$-binomial theorem and Heine's transformation,yes,thm:infinite-qbinomial,human-proved frontier result,Guide audit disposition: merged into stronger Q.
q_series_from_first_principles:cor:euler-expansions,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,235,cor:euler-expansions,corollary,Euler's two expansions,,The infinite $q$-binomial theorem and Heine's transformation,yes,cor:euler-infinite,human-proved frontier result,Guide audit disposition: merged duplicate.
q_series_from_first_principles:unlabelled-definition-003,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,252,,definition,Basic hypergeometric series,,The infinite $q$-binomial theorem and Heine's transformation,no,qg:def-basic-hypergeometric-series,not applicable,Guide audit disposition: merged duplicate Q definition.
q_series_from_first_principles:thm:heine,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,263,thm:heine,theorem,Heine's first transformation,,The infinite $q$-binomial theorem and Heine's transformation,yes,thm:heine,human-proved frontier result,Guide audit disposition: merged duplicate.
q_series_from_first_principles:cor:q-gauss,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,298,cor:q-gauss,corollary,$q$-Gauss summation,,The infinite $q$-binomial theorem and Heine's transformation,yes,thm:q-gauss,human-proved frontier result,Guide audit disposition: merged duplicate.
q_series_from_first_principles:cor:q-chu,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,315,cor:q-chu,corollary,$q$-Chu--Vandermonde,,The infinite $q$-binomial theorem and Heine's transformation,yes,cor:q-chu,Lean-proved,Guide audit disposition: merged duplicate.
q_series_from_first_principles:lem:euler-telescope,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,336,lem:euler-telescope,lemma,Euler's telescoping lemma,,"Euler telescoping and the terminating $q$-Saalsch\""utz sum",yes,qg:lem-euler-telescope,human-proved frontier result,Guide audit disposition: merged into canonical result qg:lem-euler-telescope.
q_series_from_first_principles:thm:q-pfaff,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,359,thm:q-pfaff,theorem,"$q$-Pfaff--Saalsch\""utz summation",,"Euler telescoping and the terminating $q$-Saalsch\""utz sum",yes,thm:q-pfaff,Lean-proved,Guide audit disposition: merged duplicate.
q_series_from_first_principles:unlabelled-definition-004,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,413,,definition,Partitions,,"Partitions, Durfee squares, and Euler products",no,qg:def-partition,not applicable,Guide audit disposition: merged into canonical result qg:def-partition.
q_series_from_first_principles:thm:partition-product,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,417,thm:partition-product,theorem,Euler's partition product,,"Partitions, Durfee squares, and Euler products",yes,thm:partition-products,human-proved frontier result,Guide audit disposition: merged weaker.
q_series_from_first_principles:prop:rectangle-partitions,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,432,prop:rectangle-partitions,proposition,Partitions in a rectangle,,"Partitions, Durfee squares, and Euler products",yes,prop:bounded-partitions,human-proved frontier result,Guide audit disposition: merged duplicate.
q_series_from_first_principles:thm:durfee,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,440,thm:durfee,theorem,Durfee-square decomposition,,"Partitions, Durfee squares, and Euler products",yes,cor:durfee-all,human-proved frontier result,Guide audit disposition: merged duplicate.
q_series_from_first_principles:thm:distinct-product,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,451,thm:distinct-product,theorem,Partitions into distinct parts,,"Partitions, Durfee squares, and Euler products",yes,thm:partition-products,human-proved frontier result,Guide audit disposition: merged weaker.
q_series_from_first_principles:thm:jtp,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,471,thm:jtp,theorem,Jacobi triple product,,The Jacobi triple product and its consequences,yes,thm:jtp,human-proved frontier result,Guide audit disposition: merged duplicate.
q_series_from_first_principles:cor:ramanujan-theta,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,508,cor:ramanujan-theta,corollary,Ramanujan's general theta function,,The Jacobi triple product and its consequences,yes,qg:def-ramanujan-theta|qg:prop-ramanujan-product,human-proved frontier result,"Guide audit disposition: split and merged into canonical destinations qg:def-ramanujan-theta, qg:prop-ramanujan-product."
q_series_from_first_principles:cor:pentagonal,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,528,cor:pentagonal,corollary,Euler's pentagonal number theorem,,The Jacobi triple product and its consequences,yes,thm:pentagonal,human-proved frontier result,Guide audit disposition: merged duplicate.
q_series_from_first_principles:cor:partition-recurrence,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,546,cor:partition-recurrence,corollary,Euler's partition recurrence,,The Jacobi triple product and its consequences,yes,cor:euler-partition-recurrence,human-proved frontier result,Guide audit disposition: merged duplicate.
q_series_from_first_principles:thm:theta-products,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,580,thm:theta-products,theorem,Theta-product formulas,,Jacobi theta functions and the Dedekind eta function,yes,qg:prop-theta-products|qg:thm-theta-eta-modular,human-proved frontier result,"Guide audit disposition: split and merged into canonical destinations qg:prop-theta-products, qg:thm-theta-eta-modular."
q_series_from_first_principles:thm:poisson,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,620,thm:poisson,theorem,Poisson summation for Schwartz functions,,Jacobi theta functions and the Dedekind eta function / Poisson summation from first principles,yes,qg:thm-poisson,human-proved frontier result,Guide audit disposition: merged into canonical result qg:thm-poisson.
q_series_from_first_principles:lem:gaussian-ft,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,639,lem:gaussian-ft,lemma,Fourier transform of a Gaussian,,Jacobi theta functions and the Dedekind eta function / Poisson summation from first principles,yes,qg:lem-gaussian-fourier,human-proved frontier result,Guide audit disposition: merged into stronger canonical result qg:lem-gaussian-fourier.
q_series_from_first_principles:thm:theta-transform,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,656,thm:theta-transform,theorem,Theta transformation laws,,Jacobi theta functions and the Dedekind eta function / Poisson summation from first principles,yes,qg:thm-jacobi-imaginary,human-proved frontier result,Guide audit disposition: merged into stronger canonical result qg:thm-jacobi-imaginary.
q_series_from_first_principles:thm:eta-transform,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,688,thm:eta-transform,theorem,Dedekind eta transformations,,Jacobi theta functions and the Dedekind eta function / Poisson summation from first principles,yes,qg:thm-theta-eta-modular,human-proved frontier result,Guide audit disposition: merged into stronger canonical result qg:thm-theta-eta-modular.
q_series_from_first_principles:prop:squares-theta,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,716,prop:squares-theta,proposition,Theta generating function for sums of squares,,Jacobi theta functions and the Dedekind eta function / Theta powers and sums of squares,yes,qg:prop-squares-theta,human-proved frontier result,Guide audit disposition: retained new.
q_series_from_first_principles:unlabelled-definition-005,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,734,,definition,Bailey pair,,"Bailey pairs: inversion, lemma, chain, and lattice shift",no,qg:def-bailey-pair,not applicable,Guide audit disposition: merged duplicate Q definition.
q_series_from_first_principles:lem:q-annihilation,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,745,lem:q-annihilation,lemma,$q$-difference annihilation,,"Bailey pairs: inversion, lemma, chain, and lattice shift / Inverting the Bailey transform",yes,lem:qdiff-annihilation,Lean-proved,Guide audit disposition: merged into stronger Q.
q_series_from_first_principles:thm:bailey-inversion,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,763,thm:bailey-inversion,theorem,Bailey inversion,,"Bailey pairs: inversion, lemma, chain, and lattice shift / Inverting the Bailey transform",yes,thm:bailey-inversion,human-proved frontier result,Guide audit disposition: merged into stronger Q.
q_series_from_first_principles:cor:unit-pair,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,804,cor:unit-pair,corollary,The unit Bailey pair,,"Bailey pairs: inversion, lemma, chain, and lattice shift / Inverting the Bailey transform",yes,cor:unit-bailey-pairs,human-proved frontier result,Guide audit disposition: merged into stronger Q.
q_series_from_first_principles:thm:bailey-lemma,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,821,thm:bailey-lemma,theorem,Bailey's lemma,,"Bailey pairs: inversion, lemma, chain, and lattice shift / Bailey's lemma",yes,qg:thm-bailey-lemma,human-proved frontier result,Guide audit disposition: merged into canonical result qg:thm-bailey-lemma.
q_series_from_first_principles:cor:bailey-S,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,878,cor:bailey-S,corollary,The limiting Bailey-chain step,,"Bailey pairs: inversion, lemma, chain, and lattice shift / Bailey's lemma",yes,thm:bailey-limit-finite,human-proved frontier result,Guide audit disposition: merged duplicate.
q_series_from_first_principles:cor:limiting-bailey,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,894,cor:limiting-bailey,corollary,Limiting Bailey identity,,"Bailey pairs: inversion, lemma, chain, and lattice shift / Bailey's lemma",yes,cor:bailey-limit-infinite,human-proved frontier result,Guide audit disposition: merged duplicate.
q_series_from_first_principles:lem:bailey-L,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,921,lem:bailey-L,lemma,Parameter-lowering shift,,"Bailey pairs: inversion, lemma, chain, and lattice shift / A one-step Bailey lattice shift",yes,qg:lem-bailey-lowering,human-proved frontier result,Guide audit disposition: retained stronger new.
q_series_from_first_principles:thm:RR,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,965,thm:RR,theorem,Rogers--Ramanujan identities,,The Rogers--Ramanujan identities,yes,thm:rogers-ramanujan,human-proved frontier result,Guide audit disposition: merged duplicate.
q_series_from_first_principles:cor:RR-partitions,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,1030,cor:RR-partitions,corollary,Rogers--Ramanujan partition theorem,,The Rogers--Ramanujan identities / The partition theorem encoded by the two series,yes,qg:cor-rr-partitions,human-proved frontier result,Guide audit disposition: merged into stronger canonical result qg:cor-rr-partitions.
q_series_from_first_principles:thm:RRCF,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,1062,thm:RRCF,theorem,Rogers--Ramanujan continued fraction,,The Rogers--Ramanujan continued fraction,yes,qg:thm-rrcf,human-proved frontier result,Guide audit disposition: merged into canonical result qg:thm-rrcf.
q_series_from_first_principles:lem:iterated-S,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,1118,lem:iterated-S,lemma,Iterating the limiting Bailey step,,The full Andrews--Gordon identities,yes,qg:lem-bailey-chain-iterate,human-proved frontier result,Guide audit disposition: retained stronger new.
q_series_from_first_principles:thm:AG,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,1138,thm:AG,theorem,Andrews--Gordon identity,,The full Andrews--Gordon identities,yes,qg:thm-andrews-gordon,human-proved frontier result,Guide audit disposition: retained stronger new.
q_series_from_first_principles:unlabelled-corollary-012,q_series_from_first_principles,general-q-series-guides/q_series_from_first_principles/q_series_from_first_principles.tex,1251,,corollary,,,The full Andrews--Gordon identities,yes,thm:rogers-ramanujan,human-proved frontier result,Guide audit disposition: merged derived modulus5.
q_series_monograph:unlabelled-definition-001,q_series_monograph,general-q-series-guides/q_series_monograph/q_series_monograph.tex,130,,definition,$q$-shifted factorial,,$q$-shifted factorials and Gaussian coefficients,no,qg:def-qshifted-factorial,not applicable,Guide audit disposition: merged duplicate Q definition.
q_series_monograph:lem:prodconv,q_series_monograph,general-q-series-guides/q_series_monograph/q_series_monograph.tex,153,lem:prodconv,lemma,Convergence of the infinite product,,$q$-shifted factorials and Gaussian coefficients,yes,thm:poch-entire,Lean-proved,Guide audit disposition: merged into stronger Q.
q_series_monograph:unlabelled-definition-002,q_series_monograph,general-q-series-guides/q_series_monograph/q_series_monograph.tex,167,,definition,Gaussian coefficient,,$q$-shifted factorials and Gaussian coefficients,no,qg:def-gaussian-coefficient,not applicable,Guide audit disposition: merged duplicate Q definition.
q_series_monograph:prop:qpascal,q_series_monograph,general-q-series-guides/q_series_monograph/q_series_monograph.tex,175,prop:qpascal,proposition,Pascal recurrences,,$q$-shifted factorials and Gaussian coefficients,yes,thm:qpascal,Lean-proved,Guide audit disposition: merged into stronger Q.
q_series_monograph:thm:finiteqbt,q_series_monograph,general-q-series-guides/q_series_monograph/q_series_monograph.tex,204,thm:finiteqbt,theorem,Finite $q$-binomial theorem,,The finite and infinite $q$-binomial theorems,yes,thm:finite-qbinomial,Lean-proved,Guide audit disposition: merged weaker.
q_series_monograph:cor:subsets,q_series_monograph,general-q-series-guides/q_series_monograph/q_series_monograph.tex,220,cor:subsets,corollary,Finite subset sums,,The finite and infinite $q$-binomial theorems,yes,cor:weighted-subsets,Lean-proved,Guide audit disposition: merged duplicate.
q_series_monograph:thm:qbt,q_series_monograph,general-q-series-guides/q_series_monograph/q_series_monograph.tex,232,thm:qbt,theorem,Infinite $q$-binomial theorem,,The finite and infinite $q$-binomial theorems,yes,thm:infinite-qbinomial,human-proved frontier result,Guide audit disposition: merged duplicate.
q_series_monograph:cor:eulerexp,q_series_monograph,general-q-series-guides/q_series_monograph/q_series_monograph.tex,262,cor:eulerexp,corollary,Euler's two expansions,,The finite and infinite $q$-binomial theorems,yes,cor:euler-infinite,human-proved frontier result,Guide audit disposition: merged duplicate.
q_series_monograph:cor:reciprocalfinite,q_series_monograph,general-q-series-guides/q_series_monograph/q_series_monograph.tex,284,cor:reciprocalfinite,corollary,Reciprocal finite product,,The finite and infinite $q$-binomial theorems,yes,thm:reciprocal-finite,human-proved frontier result,Guide audit disposition: merged equivalent index shift.
q_series_monograph:lem:cauchyaug,q_series_monograph,general-q-series-guides/q_series_monograph/q_series_monograph.tex,300,lem:cauchyaug,lemma,Finite Cauchy augmentation,,The finite and infinite $q$-binomial theorems,yes,thm:q-cauchy,Lean-proved,Guide audit disposition: merged duplicate.
q_series_monograph:unlabelled-definition-003,q_series_monograph,general-q-series-guides/q_series_monograph/q_series_monograph.tex,321,,definition,Basic hypergeometric series,,Basic hypergeometric series and Heine's transformation,no,qg:def-basic-hypergeometric-series,not applicable,Guide audit disposition: merged duplicate Q definition.
q_series_monograph:thm:heine,q_series_monograph,general-q-series-guides/q_series_monograph/q_series_monograph.tex,332,thm:heine,theorem,Heine's first transformation,,Basic hypergeometric series and Heine's transformation,yes,thm:heine,human-proved frontier result,Guide audit disposition: merged duplicate.
q_series_monograph:cor:qgauss,q_series_monograph,general-q-series-guides/q_series_monograph/q_series_monograph.tex,366,cor:qgauss,corollary,$q$-Gauss summation,,Basic hypergeometric series and Heine's transformation,yes,thm:q-gauss,human-proved frontier result,Guide audit disposition: merged duplicate.
q_series_monograph:cor:qvand1,q_series_monograph,general-q-series-guides/q_series_monograph/q_series_monograph.tex,384,cor:qvand1,corollary,First terminating $q$-Vandermonde sum,,Basic hypergeometric series and Heine's transformation,yes,cor:q-chu,Lean-proved,Guide audit disposition: merged duplicate first qChu.
q_series_monograph:prop:qvand2,q_series_monograph,general-q-series-guides/q_series_monograph/q_series_monograph.tex,401,prop:qvand2,proposition,Second terminating $q$-Vandermonde sum,,Basic hypergeometric series and Heine's transformation,yes,prop:qchu2-by-reversal,human-proved frontier result,Guide audit disposition: merged duplicate second qChu.
q_series_monograph:lem:rogersfinite,q_series_monograph,general-q-series-guides/q_series_monograph/q_series_monograph.tex,437,lem:rogersfinite,lemma,Rogers finite product lemma,,"A finite Rogers product lemma and $q$-Pfaff--Saalsch\""utz",yes,lem:cauchy-II,Lean-proved,Guide audit disposition: merged exact under c equals t.
q_series_monograph:thm:qps,q_series_monograph,general-q-series-guides/q_series_monograph/q_series_monograph.tex,496,thm:qps,theorem,"$q$-Pfaff--Saalsch\""utz summation",,"A finite Rogers product lemma and $q$-Pfaff--Saalsch\""utz",yes,thm:q-pfaff,Lean-proved,Guide audit disposition: merged duplicate.
q_series_monograph:thm:jtp,q_series_monograph,general-q-series-guides/q_series_monograph/q_series_monograph.tex,528,thm:jtp,theorem,Jacobi triple product,,Jacobi's triple product and the quintuple product,yes,thm:jtp,human-proved frontier result,Guide audit disposition: merged duplicate.
q_series_monograph:cor:pentagonal,q_series_monograph,general-q-series-guides/q_series_monograph/q_series_monograph.tex,577,cor:pentagonal,corollary,Euler pentagonal theorem,,Jacobi's triple product and the quintuple product,yes,thm:pentagonal,human-proved frontier result,Guide audit disposition: merged duplicate.
