source_key,source_package,source_file,source_line,source_label,source_kind,source_title,source_chapter,source_section_path,source_proof_present,canonical_label,canonical_status,lean_module,lean_declaration,disposition_notes
Inverse_Fabius_Computability_Report:lem:safe-updates,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1577,lem:safe-updates,lemma,Safe left/right updates,,Sequential computability by tolerant bisection / Correctness of every branch,yes,co:lem:safe-updates,Lean-proved,FabiusFunction.EffectiveMonotoneInverse,Fabius.tolerantDifference_safe_updates,The declaration proves both certified strict update branches for a strictly monotone map and its inverse.
Inverse_Fabius_Computability_Report:lem:near-branch,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1594,lem:near-branch,lemma,The inconclusive branch is a success branch,,Sequential computability by tolerant bisection / Correctness of every branch,yes,co:lem:near-branch,Lean-proved,FabiusFunction.EffectiveMonotoneInverse,Fabius.tolerantDifference_inconclusive,The declaration turns an inconclusive approximate comparison into the required inverse-error bound using the supplied inverse modulus.
Inverse_Fabius_Computability_Report:thm:bisection-correct,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1615,thm:bisection-correct,theorem,Correctness and uniformity of tolerant bisection,,Sequential computability by tolerant bisection / Correctness of every branch,yes,co:thm:bisection-correct,Lean-proved,FabiusFunction.EffectiveMonotoneInverse,Fabius.tolerantBisection_correct,The theorem constructs one computable dyadic output-name algorithm and proves its requested-precision error bound for every uniformly computable input name in the unit interval.
Inverse_Fabius_Computability_Report:cor:G-sequential,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1635,cor:G-sequential,corollary,Sequential computability on the unit interval,,Sequential computability by tolerant bisection / Correctness of every branch,yes,co:cor:G-sequential,Lean-proved,FabiusFunction.EffectiveMonotoneInverse,Fabius.effectiveInversionOn_Icc,The generic theorem gives subset-domain sequential computability from the forward dyadic evaluator and supplied inverse modulus; FabiusInverseComputable instantiates it for the Fabius inverse.
Inverse_Fabius_Computability_Report:lem:clamp-computable,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1648,lem:clamp-computable,lemma,Computability of clamping,,Sequential computability by tolerant bisection / Clamping and the totalized inverse,yes,co:lem:clamp-computable,Lean-proved,FabiusFunction.EffectiveMonotoneInverse,Fabius.unitClamp_sequentiallyComputable,The exact clamping realizer transforms every computable real sequence into a computable unit-interval sequence.
Inverse_Fabius_Computability_Report:cor:GT-sequential,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1660,cor:GT-sequential,corollary,Sequential computability of the totalized inverse,,Sequential computability by tolerant bisection / Clamping and the totalized inverse,yes,co:cor:GT-sequential,Lean-proved,FabiusFunction.FabiusInverseComputable,Fabius.fabiusInv_isComputableRealFunction,The sequentiallyComputable field clamps arbitrary input names and applies the certified unit-interval inverse realizer.
Inverse_Fabius_Computability_Report:thm:abstract-inversion,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1685,thm:abstract-inversion,theorem,Effective inversion on a computable compact interval,,Sequential computability by tolerant bisection / An abstract inverse-computability principle,yes,co:thm:abstract-inversion,human-proved frontier result,,,"Retained with a complete canonical human proof. Fabius.effectiveInversionOn_Icc assumes a computable reciprocal inverse modulus and concludes sequential computability; it does not derive that modulus or effective uniform continuity from the paper's computable positive gap sequence."
Inverse_Fabius_Computability_Report:thm:no-holder,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1724,thm:no-holder,theorem,"No positive H\""older exponent at the endpoints",,"Analytic consequences of the exact modulus / Uniform continuity without any H\""older exponent",yes,co:thm:no-holder,Lean-proved,FabiusFunction.FabiusInverseAsymptotic,Fabius.not_exists_fabiusInv_le_const_mul_rpow_near_zero,Retained at co:thm:no-holder. Fabius.not_exists_fabiusInv_le_const_mul_rpow_near_zero is the exact zero-endpoint obstruction; Fabius.tendsto_one_sub_fabiusInv_div_one_sub_rpow_atTop_at_one_left gives the reflected endpoint-one divergence and hence the stated obstruction there.
Inverse_Fabius_Computability_Report:cor:sub-holder,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1752,cor:sub-holder,corollary,"The exact modulus is sub-H\""older",,"Analytic consequences of the exact modulus / Uniform continuity without any H\""older exponent",yes,co:cor:sub-holder,Lean-proved,FabiusFunction.FabiusInverseAsymptotic,Fabius.tendsto_fabiusInv_div_rpow_atTop_at_zero_right,Retained at co:cor:sub-holder. Fabius.tendsto_fabiusInv_div_rpow_atTop_at_zero_right is exactly the displayed quotient divergence for every positive exponent; Fabius.sSup_abs_fabiusInv_sub_Icc_eq supplies the identity omega_G(eta)=G(eta) used in the first equality.
Inverse_Fabius_Computability_Report:cor:sharp-asymptotic-modulus,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1817,cor:sharp-asymptotic-modulus,corollary,Paper-level transfer of the frontier inverse expansion,,Analytic consequences of the exact modulus / Endpoint asymptotics become modulus asymptotics,yes,co:cor:sharp-asymptotic-modulus,human-proved frontier result,,,"Retained at co:cor:sharp-asymptotic-modulus with a complete canonical human proof of Paper-level transfer of the frontier inverse expansion. Lean proves the leading sharp inverse scale and an implicit forward pullback, not the full transferred frontier expansion."
Inverse_Fabius_Computability_Report:unlabelled-problem-001,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,2459,,problem,Near-optimal certified evaluation,,"Further deductions, conjectures, and research directions / A certified practical inverse evaluator",no,comp:prob:near-optimal-evaluation,open problem,,,"Retained at comp:prob:near-optimal-evaluation as the open problem Near-optimal certified evaluation; this is a research direction, not a proved assertion."
Inverse_Fabius_Computability_Report:conj:integer-modulus,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,2481,conj:integer-modulus,conjecture,Nontrivial fluctuation of the optimal integer modulus,,"Further deductions, conjectures, and research directions / Sharp integer moduli and the log-periodic phase",no,co:conj:integer-modulus,conjecture,,,Retained at co:conj:integer-modulus as the live conjecture Nontrivial fluctuation of the optimal integer modulus; it is explicitly nonassertoric and no Lean proof is claimed.
Inverse_Fabius_Computability_Report:unlabelled-problem-002,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,2510,,problem,Uniform computability across the base,,"Further deductions, conjectures, and research directions / Base-\texorpdfstring{$b$}{b} atomic distributions",no,comp:prob:uniform-base,open problem,,,"Retained at comp:prob:uniform-base as the open problem Uniform computability across the base; this is a research direction, not a proved assertion."
Inverse_Fabius_Computability_Report:unlabelled-problem-003,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,2551,,problem,Atomic transport computability,,"Further deductions, conjectures, and research directions / Higher-dimensional monotone transport",no,comp:prob:atomic-transport,open problem,,,"Retained at comp:prob:atomic-transport as the open problem Atomic transport computability; this is a research direction, not a proved assertion."
Inverse_Fabius_Computability_Report:unlabelled-problem-004,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,2567,,problem,Computable branch atlas,,"Further deductions, conjectures, and research directions / Branchwise inversion of the signed global extension",no,comp:prob:branch-atlas,open problem,,,"Retained at comp:prob:branch-atlas as the open problem Computable branch atlas; this is a research direction, not a proved assertion."
Non_Elementarity_of_the_Fabius_Function:thm:nowhere,Non_Elementarity_of_the_Fabius_Function,analyticity-and-elementarity/Non_Elementarity_of_the_Fabius_Function/Non_Elementarity_of_the_Fabius_Function.tex,158,thm:nowhere,theorem,Nowhere analyticity; already formalized,,Statement / The two inputs,no,ne:thm:nowhere,Lean-proved,FabiusFunction.NowhereAnalytic,Fabius.canonical_fabius_analyticAt_iff,"Retained at ne:thm:nowhere. This identifies the analytic locus exactly as the complement of [0,1]. Exact source counterpart: FabiusFunction.NowhereAnalytic.Fabius.canonical_fabius_analyticAt_iff."
Non_Elementarity_of_the_Fabius_Function:thm:density,Non_Elementarity_of_the_Fabius_Function,analyticity-and-elementarity/Non_Elementarity_of_the_Fabius_Function/Non_Elementarity_of_the_Fabius_Function.tex,171,thm:density,theorem,Density of the analytic locus,,Statement / The two inputs,no,ne:thm:density,Lean-proved,FabiusFunction.ElementaryFunction,Fabius.IsElementary.dense_analyticLocus,Retained at ne:thm:density. This is the density theorem; isOpen_analyticLocus supplies the generic openness clause. Exact source counterpart: FabiusFunction.ElementaryFunction.Fabius.IsElementary.dense_analyticLocus.
Non_Elementarity_of_the_Fabius_Function:cor:main,Non_Elementarity_of_the_Fabius_Function,analyticity-and-elementarity/Non_Elementarity_of_the_Fabius_Function/Non_Elementarity_of_the_Fabius_Function.tex,176,cor:main,corollary,Main result,,Statement / The two inputs,yes,ne:cor:main,Lean-proved,FabiusFunction.NotElementary,Fabius.canonical_fabius_not_isElementary_eqOn_of_interior_nonempty,"Retained at ne:cor:main. This is the same nonagreement theorem on every subset of [0,1] with nonempty interior. Exact source counterpart: FabiusFunction.NotElementary.Fabius.canonical_fabius_not_isElementary_eqOn_of_interior_nonempty."
Non_Elementarity_of_the_Fabius_Function:def:elem,Non_Elementarity_of_the_Fabius_Function,analyticity-and-elementarity/Non_Elementarity_of_the_Fabius_Function/Non_Elementarity_of_the_Fabius_Function.tex,230,def:elem,definition,Elementary functions,,The class of elementary functions / Definition,no,ne:def:elem,not applicable,,,Retained at ne:def:elem as the definition Elementary functions; proof status is not applicable.
Non_Elementarity_of_the_Fabius_Function:prop:comp,Non_Elementarity_of_the_Fabius_Function,analyticity-and-elementarity/Non_Elementarity_of_the_Fabius_Function/Non_Elementarity_of_the_Fabius_Function.tex,252,prop:comp,proposition,,,The class of elementary functions / Definition,yes,ne:prop:comp,Lean-proved,FabiusFunction.ElementaryFunction,Fabius.IsElementary.comp,Retained at ne:prop:comp. This proves closure of the totalized elementary grammar under composition. Exact source counterpart: FabiusFunction.ElementaryFunction.Fabius.IsElementary.comp.
Non_Elementarity_of_the_Fabius_Function:warn:oddroot,Non_Elementarity_of_the_Fabius_Function,analyticity-and-elementarity/Non_Elementarity_of_the_Fabius_Function/Non_Elementarity_of_the_Fabius_Function.tex,302,warn:oddroot,warning,Odd roots need a different derivation,,The class of elementary functions / Definition,no,ne:warn:oddroot,not applicable,,,"Retained at ne:warn:oddroot as the editorial warning Odd roots need a different derivation; warnings are corrective prose, not assertions."
Non_Elementarity_of_the_Fabius_Function:lem:generators,Non_Elementarity_of_the_Fabius_Function,analyticity-and-elementarity/Non_Elementarity_of_the_Fabius_Function/Non_Elementarity_of_the_Fabius_Function.tex,390,lem:generators,lemma,,,Analyticity of the generators,no,ne:lem:generators,human-proved frontier result,,,"Retained at ne:lem:generators with a complete canonical human proof of lem:generators. Every listed generator fact is formalized, but across several declarations rather than one exact conjunction."
Non_Elementarity_of_the_Fabius_Function:lem:open,Non_Elementarity_of_the_Fabius_Function,analyticity-and-elementarity/Non_Elementarity_of_the_Fabius_Function/Non_Elementarity_of_the_Fabius_Function.tex,418,lem:open,lemma,,,Density of the analytic locus / Openness,yes,ne:lem:open,Lean-proved,FabiusFunction.ElementaryFunction,Fabius.isOpen_analyticLocus,Retained at ne:lem:open. This proves openness of every analytic locus. Exact source counterpart: FabiusFunction.ElementaryFunction.Fabius.isOpen_analyticLocus.
Non_Elementarity_of_the_Fabius_Function:lem:key,Non_Elementarity_of_the_Fabius_Function,analyticity-and-elementarity/Non_Elementarity_of_the_Fabius_Function/Non_Elementarity_of_the_Fabius_Function.tex,440,lem:key,lemma,Key lemma,,Density of the analytic locus / The unary step,yes,ne:lem:key,Lean-proved,FabiusFunction.ElementaryFunction,Fabius.dense_analyticLocus_comp,"Retained at ne:lem:key. This is the finite-bad-value composition lemma, including the locally constant exceptional case. Exact source counterpart: FabiusFunction.ElementaryFunction.Fabius.dense_analyticLocus_comp."
Non_Elementarity_of_the_Fabius_Function:thm:algebraic,Non_Elementarity_of_the_Fabius_Function,analyticity-and-elementarity/Non_Elementarity_of_the_Fabius_Function/Non_Elementarity_of_the_Fabius_Function.tex,533,thm:algebraic,theorem,Branches of polynomial equations,,Density of the analytic locus / The induction,yes,ne:thm:algebraic,Lean-proved,FabiusFunction.AlgebraicBranch,Fabius.analyticDenseOn_of_algebraic,Retained at ne:thm:algebraic. This proves relative dense analyticity of the continuous algebraic branch. Exact source counterpart: FabiusFunction.AlgebraicBranch.Fabius.analyticDenseOn_of_algebraic.
Non_Elementarity_of_the_Fabius_Function:cor:algebraic,Non_Elementarity_of_the_Fabius_Function,analyticity-and-elementarity/Non_Elementarity_of_the_Fabius_Function/Non_Elementarity_of_the_Fabius_Function.tex,583,cor:algebraic,corollary,,,Density of the analytic locus / The induction,yes,ne:cor:algebraic,Lean-proved,FabiusFunction.NotElementary,Fabius.not_algebraicBranch_eqOn,Retained at ne:cor:algebraic. This is the localized nonagreement theorem for algebraic branches over elementary coefficients. Exact source counterpart: FabiusFunction.NotElementary.Fabius.not_algebraicBranch_eqOn.
Non_Elementarity_of_the_Fabius_Function:thm:ift,Non_Elementarity_of_the_Fabius_Function,analyticity-and-elementarity/Non_Elementarity_of_the_Fabius_Function/Non_Elementarity_of_the_Fabius_Function.tex,645,thm:ift,theorem,Analytic inverse function theorem,,"The inverse, and why inverting cannot help / A right inverse is an implicit branch",no,ne:thm:ift,Lean-proved,FabiusFunction.InverseBranch,Fabius.analyticAt_of_rightInverse,Retained at ne:thm:ift. This is the analytic right-inverse theorem with nonzero derivative. Exact source counterpart: FabiusFunction.InverseBranch.Fabius.analyticAt_of_rightInverse.
Non_Elementarity_of_the_Fabius_Function:thm:invnowhere,Non_Elementarity_of_the_Fabius_Function,analyticity-and-elementarity/Non_Elementarity_of_the_Fabius_Function/Non_Elementarity_of_the_Fabius_Function.tex,653,thm:invnowhere,theorem,,,"The inverse, and why inverting cannot help / The inverse of the Fabius function",yes,ne:thm:invnowhere,Lean-proved,FabiusFunction.InverseNotElementary,Fabius.analyticLocus_fabiusInv,"Retained at ne:thm:invnowhere. This identifies the totalized inverse analytic locus exactly as the complement of [0,1]. Exact source counterpart: FabiusFunction.InverseNotElementary.Fabius.analyticLocus_fabiusInv."
Non_Elementarity_of_the_Fabius_Function:cor:invmain,Non_Elementarity_of_the_Fabius_Function,analyticity-and-elementarity/Non_Elementarity_of_the_Fabius_Function/Non_Elementarity_of_the_Fabius_Function.tex,689,cor:invmain,corollary,,,"The inverse, and why inverting cannot help / The inverse of the Fabius function",no,ne:cor:invmain,Lean-proved,FabiusFunction.InverseNotElementary,Fabius.not_eqOn_fabiusInv_of_dense_analyticLocus,"Retained at ne:cor:invmain. Fabius.not_eqOn_fabiusInv_of_dense_analyticLocus combined with Fabius.IsElementary.dense_analyticLocus proves the arbitrary-subset nonempty-interior clause; Fabius.canonical_fabiusInv_not_isElementary_on_Ioo is the named canonical-interval specialization."
Non_Elementarity_of_the_Fabius_Function:thm:invbranch,Non_Elementarity_of_the_Fabius_Function,analyticity-and-elementarity/Non_Elementarity_of_the_Fabius_Function/Non_Elementarity_of_the_Fabius_Function.tex,712,thm:invbranch,theorem,,,"The inverse, and why inverting cannot help / Closing the class under inversion",yes,ne:thm:invbranch,Lean-proved,FabiusFunction.InverseBranch,Fabius.analyticDenseOn_of_rightInverse,Retained at ne:thm:invbranch. This proves relative dense analyticity for a continuous right inverse. Exact source counterpart: FabiusFunction.InverseBranch.Fabius.analyticDenseOn_of_rightInverse.
Non_Elementarity_of_the_Fabius_Function:def:elemplus,Non_Elementarity_of_the_Fabius_Function,analyticity-and-elementarity/Non_Elementarity_of_the_Fabius_Function/Non_Elementarity_of_the_Fabius_Function.tex,745,def:elemplus,definition,,,"The inverse, and why inverting cannot help / Closing the class under inversion",no,ne:def:elemplus,not applicable,,,Retained at ne:def:elemplus as the definition def:elemplus; proof status is not applicable.
Non_Elementarity_of_the_Fabius_Function:thm:plusdense,Non_Elementarity_of_the_Fabius_Function,analyticity-and-elementarity/Non_Elementarity_of_the_Fabius_Function/Non_Elementarity_of_the_Fabius_Function.tex,792,thm:plusdense,theorem,,,"The inverse, and why inverting cannot help / Closing the class under inversion",yes,ne:thm:plusdense,Lean-proved,FabiusFunction.InverseBranch,Fabius.IsElementaryOrInverse.dense_analyticLocus,Retained at ne:thm:plusdense. This proves the invariant for the elementary-plus-inverse inductive class. Exact source counterpart: FabiusFunction.InverseBranch.Fabius.IsElementaryOrInverse.dense_analyticLocus.
Non_Elementarity_of_the_Fabius_Function:cor:plusmain,Non_Elementarity_of_the_Fabius_Function,analyticity-and-elementarity/Non_Elementarity_of_the_Fabius_Function/Non_Elementarity_of_the_Fabius_Function.tex,807,cor:plusmain,corollary,,,"The inverse, and why inverting cannot help / Closing the class under inversion",no,ne:cor:plusmain,Lean-proved,FabiusFunction.InverseNotElementary,Fabius.not_isElementaryOrInverse_eqOn_fabiusInv,Retained at ne:cor:plusmain. This is the inverse half; not_isElementaryOrInverse_eqOn_fabius supplies the forward half. Exact source counterpart: FabiusFunction.InverseNotElementary.Fabius.not_isElementaryOrInverse_eqOn_fabiusInv.
inverse_fabius_iterates_nowhere_analytic:thm:inverse-main,inverse_fabius_iterates_nowhere_analytic,analyticity-and-elementarity/inverse_fabius_iterates_nowhere_analytic/inverse_fabius_iterates_nowhere_analytic.tex,211,thm:inverse-main,theorem,Main theorem: inverse iterates are nowhere analytic,,Statement of the problem and strengthened results,no,ii:thm:inverse-main,human-proved frontier result,,,"Retained at ii:thm:inverse-main with a complete canonical human proof of Main theorem: inverse iterates are nowhere analytic. Lean proves inverse nowhere analyticity only for one inverse application, not every positive iterate."
inverse_fabius_iterates_nowhere_analytic:thm:inverse-strong,inverse_fabius_iterates_nowhere_analytic,analyticity-and-elementarity/inverse_fabius_iterates_nowhere_analytic/inverse_fabius_iterates_nowhere_analytic.tex,228,thm:inverse-strong,theorem,Co-countable zero-radius set for inverse iterates,,Statement of the problem and strengthened results,no,ii:thm:inverse-strong,human-proved frontier result,,,Retained at ii:thm:inverse-strong with a complete canonical human proof of Co-countable zero-radius set for inverse iterates. No Lean theorem proves the inverse-iterate co-countable zero-radius locus.
inverse_fabius_iterates_nowhere_analytic:thm:center-jet,inverse_fabius_iterates_nowhere_analytic,analyticity-and-elementarity/inverse_fabius_iterates_nowhere_analytic/inverse_fabius_iterates_nowhere_analytic.tex,246,thm:center-jet,theorem,Affine but nonrepresenting center jet,,Statement of the problem and strengthened results,no,ii:thm:center-jet,human-proved frontier result,,,"Retained at ii:thm:center-jet with a complete canonical human proof of Affine but nonrepresenting center jet. Lean has first-inverse jet ingredients, not the all-iterate affine nonrepresenting jet."
inverse_fabius_iterates_nowhere_analytic:thm:main,inverse_fabius_iterates_nowhere_analytic,analyticity-and-elementarity/inverse_fabius_iterates_nowhere_analytic/inverse_fabius_iterates_nowhere_analytic.tex,260,thm:main,theorem,Forward engine theorem,,Statement of the problem and strengthened results,no,ii:thm:main,human-proved frontier result,,,Retained at ii:thm:main with a complete canonical human proof of Forward engine theorem. Lean proves nowhere analyticity only for the single forward Fabius function.
inverse_fabius_iterates_nowhere_analytic:thm:strong,inverse_fabius_iterates_nowhere_analytic,analyticity-and-elementarity/inverse_fabius_iterates_nowhere_analytic/inverse_fabius_iterates_nowhere_analytic.tex,266,thm:strong,theorem,Forward co-countable zero-radius set,,Statement of the problem and strengthened results,no,ii:thm:strong,human-proved frontier result,,,Retained at ii:thm:strong with a complete canonical human proof of Forward co-countable zero-radius set. No Lean theorem proves the forward co-countable zero-radius locus.
inverse_fabius_iterates_nowhere_analytic:lem:Q-factorization,inverse_fabius_iterates_nowhere_analytic,analyticity-and-elementarity/inverse_fabius_iterates_nowhere_analytic/inverse_fabius_iterates_nowhere_analytic.tex,572,lem:Q-factorization,lemma,Quadratic-scale factorization,,The dyadic defect of a Fa\`a di Bruno partition,yes,ii:lem:Q-factorization,human-proved frontier result,,,"Retained at ii:lem:Q-factorization with a complete canonical human proof of Quadratic-scale factorization. PartitionDefect supplies combinatorial ingredients, but this analytic spine assertion is not formalized."
inverse_fabius_iterates_nowhere_analytic:prop:defect-decay,inverse_fabius_iterates_nowhere_analytic,analyticity-and-elementarity/inverse_fabius_iterates_nowhere_analytic/inverse_fabius_iterates_nowhere_analytic.tex,600,prop:defect-decay,proposition,Weighted defect decay,,The dyadic defect of a Fa\`a di Bruno partition,yes,ii:prop:defect-decay,human-proved frontier result,,,"Retained at ii:prop:defect-decay with a complete canonical human proof of Weighted defect decay. PartitionDefect supplies combinatorial ingredients, but this analytic spine assertion is not formalized."
inverse_fabius_iterates_nowhere_analytic:lem:two-spine,inverse_fabius_iterates_nowhere_analytic,analyticity-and-elementarity/inverse_fabius_iterates_nowhere_analytic/inverse_fabius_iterates_nowhere_analytic.tex,684,lem:two-spine,lemma,Two-spine reduction,,A two-spine composition lemma,yes,ii:lem:two-spine,human-proved frontier result,,,"Retained at ii:lem:two-spine with a complete canonical human proof of Two-spine reduction. PartitionDefect supplies combinatorial ingredients, but this analytic spine assertion is not formalized."
inverse_fabius_iterates_nowhere_analytic:thm:spine-expansion,inverse_fabius_iterates_nowhere_analytic,analyticity-and-elementarity/inverse_fabius_iterates_nowhere_analytic/inverse_fabius_iterates_nowhere_analytic.tex,754,thm:spine-expansion,theorem,Finite spine expansion,,A two-spine composition lemma,yes,ii:thm:spine-expansion,human-proved frontier result,,,"Retained at ii:thm:spine-expansion with a complete canonical human proof of Finite spine expansion. PartitionDefect supplies combinatorial ingredients, but this analytic spine assertion is not formalized."
inverse_fabius_iterates_nowhere_analytic:lem:decreasing-slopes,inverse_fabius_iterates_nowhere_analytic,analyticity-and-elementarity/inverse_fabius_iterates_nowhere_analytic/inverse_fabius_iterates_nowhere_analytic.tex,809,lem:decreasing-slopes,lemma,Decreasing slope sequence,,Strict unimodality of the spine weights,yes,ii:lem:decreasing-slopes,human-proved frontier result,,,"Retained at ii:lem:decreasing-slopes with a complete canonical human proof of Decreasing slope sequence. PartitionDefect supplies combinatorial ingredients, but this analytic spine assertion is not formalized."
inverse_fabius_iterates_nowhere_analytic:lem:prefix-unimodal,inverse_fabius_iterates_nowhere_analytic,analyticity-and-elementarity/inverse_fabius_iterates_nowhere_analytic/inverse_fabius_iterates_nowhere_analytic.tex,826,lem:prefix-unimodal,lemma,Unique or adjacent double maximum,,Strict unimodality of the spine weights,yes,ii:lem:prefix-unimodal,human-proved frontier result,,,"Retained at ii:lem:prefix-unimodal with a complete canonical human proof of Unique or adjacent double maximum. PartitionDefect supplies combinatorial ingredients, but this analytic spine assertion is not formalized."
inverse_fabius_iterates_nowhere_analytic:lem:binary-transition,inverse_fabius_iterates_nowhere_analytic,analyticity-and-elementarity/inverse_fabius_iterates_nowhere_analytic/inverse_fabius_iterates_nowhere_analytic.tex,862,lem:binary-transition,lemma,Binary-transition lemma,,Binary transitions force recurrent large amplitudes,yes,ii:lem:binary-transition,human-proved frontier result,,,"Retained at ii:lem:binary-transition with a complete canonical human proof of Binary-transition lemma. PartitionDefect supplies combinatorial ingredients, but this analytic spine assertion is not formalized."
inverse_fabius_iterates_nowhere_analytic:prop:dominant-lower-bound,inverse_fabius_iterates_nowhere_analytic,analyticity-and-elementarity/inverse_fabius_iterates_nowhere_analytic/inverse_fabius_iterates_nowhere_analytic.tex,916,prop:dominant-lower-bound,proposition,Dominant-spine lower bound,,Proof of the zero-radius theorem,yes,ii:prop:dominant-lower-bound,human-proved frontier result,,,"Retained at ii:prop:dominant-lower-bound with a complete canonical human proof of Dominant-spine lower bound. PartitionDefect supplies combinatorial ingredients, but this analytic spine assertion is not formalized."
inverse_fabius_iterates_nowhere_analytic:thm:formal-reversion,inverse_fabius_iterates_nowhere_analytic,analyticity-and-elementarity/inverse_fabius_iterates_nowhere_analytic/inverse_fabius_iterates_nowhere_analytic.tex,1004,thm:formal-reversion,theorem,Convergence is invariant under formal reversion,,The inverse-iterate theorem / Formal-radius invariance under local inversion,yes,ii:thm:formal-reversion,human-proved frontier result,,,"Retained at ii:thm:formal-reversion with a complete canonical human proof of Convergence is invariant under formal reversion. Formal quadratic inverse APIs exist, but no positive-radius preservation theorem is formalized."
inverse_fabius_iterates_nowhere_analytic:cor:radius-transport,inverse_fabius_iterates_nowhere_analytic,analyticity-and-elementarity/inverse_fabius_iterates_nowhere_analytic/inverse_fabius_iterates_nowhere_analytic.tex,1040,cor:radius-transport,corollary,Exact transport of the Taylor-radius locus,,The inverse-iterate theorem / Formal-radius invariance under local inversion,yes,ii:cor:radius-transport,human-proved frontier result,,,Retained at ii:cor:radius-transport with a complete canonical human proof of Exact transport of the Taylor-radius locus. No exact transport theorem for the Taylor-radius locus was found.
inverse_fabius_iterates_nowhere_analytic:thm:iterated-endpoint,inverse_fabius_iterates_nowhere_analytic,analyticity-and-elementarity/inverse_fabius_iterates_nowhere_analytic/inverse_fabius_iterates_nowhere_analytic.tex,1100,thm:iterated-endpoint,theorem,Iterated inverse endpoint scale,,The inverse-iterate theorem / Endpoint obstruction and iterated inverse asymptotics,yes,ii:thm:iterated-endpoint,human-proved frontier result,,,"Retained at ii:thm:iterated-endpoint with a complete canonical human proof of Iterated inverse endpoint scale. Lean proves the leading scale for one inverse application, not fixed higher iterates."
inverse_fabius_iterates_nowhere_analytic:cor:non-elementary,inverse_fabius_iterates_nowhere_analytic,analyticity-and-elementarity/inverse_fabius_iterates_nowhere_analytic/inverse_fabius_iterates_nowhere_analytic.tex,1168,cor:non-elementary,corollary,Local non-elementarity,,The inverse-iterate theorem / No local elementary representation,yes,ii:cor:non-elementary,human-proved frontier result,,,"Retained at ii:cor:non-elementary with a complete canonical human proof of Local non-elementarity. Local non-elementarity is exact for F and its first inverse, not arbitrary iterates."
inverse_fabius_iterates_nowhere_analytic:warn:trichotomy,inverse_fabius_iterates_nowhere_analytic,analyticity-and-elementarity/inverse_fabius_iterates_nowhere_analytic/inverse_fabius_iterates_nowhere_analytic.tex,1413,warn:trichotomy,warning,Former Conjecture 14.1 has a false inverse clause,,Conjectures and research directions,no,ii:warn:trichotomy,not applicable,,,Retained at ii:warn:trichotomy as a correction: the former inverse trichotomy clause is false. A warning is not a proof-bearing assertion.
inverse_fabius_iterates_nowhere_analytic:warn:ties,inverse_fabius_iterates_nowhere_analytic,analyticity-and-elementarity/inverse_fabius_iterates_nowhere_analytic/inverse_fabius_iterates_nowhere_analytic.tex,1439,warn:ties,warning,Former Conjecture 14.2 is already discharged,,Conjectures and research directions,no,ii:warn:ties,not applicable,,,Retained at ii:warn:ties to record that the former tie conjecture is already discharged; no live conjecture remains.
inverse_fabius_iterates_nowhere_analytic:conj:inverse-spine,inverse_fabius_iterates_nowhere_analytic,analyticity-and-elementarity/inverse_fabius_iterates_nowhere_analytic/inverse_fabius_iterates_nowhere_analytic.tex,1456,conj:inverse-spine,conjecture,Direct inverse-spine asymptotic,,Conjectures and research directions,no,ii:conj:inverse-spine,conjecture,,,Retained at ii:conj:inverse-spine as the live conjecture Direct inverse-spine asymptotic; it is explicitly nonassertoric and no Lean proof is claimed.
