n,a_n
884,3968666565171078633428356073358974947332876308175508182694706284732199361662455614515854734793172604061802433531004555723395727664378887661135530010173580216709823345564068018060552643772588274017030288859247747809920887880765231242667208680596400991590907995432481212941414069120981502788516437345958717457058173353342200159491729739668646850302947299066325899359958490387850679450440408674306517300064387086505958754954225029779772993082287713686130929190086417235188113339257915556003758004484654846654457276274527873266986433215083797137998778390077207975504991513965117406392041711742747364162178393181207920
885,19663449263355582802543290920128846050449705384706416980481546648226086799904152834179720295226314081270865865637283010305969822575556242200882768655405909294955386632683737389825268228071581682860240758044171393223093447077354328846197031023445303017304188837085304997299709207462148046751262044290037568161395024426262215635767804023924432967136380598909420394789979466843964909150906595679944167254075171107874338684588837532897116320690419530321523212623567962265607380385686541798690403654782171286639780331101548011090188849492700839398198487309677528581964973939212298362602770651562637511280556894209885920
886,97426044052938645073269752370694860497907104642073533037268242839336843807069568375635428473764119377231925588751455122439501516039770988079017001213243210365762796648394550167038949118695266756240160114463969611003937260766500681470884016848092979531359572117230343732480137254090059378068339740333857761634028416510923226893064934650076379975087848829475001711810999072792657620007022001970073227813287870826709879426085509200411539890546734302273938652864266793587942954603830166941142179432762922038026470056827947349246815459337171556522833708275344784794396419052251008524026045881296025563892787094020662104
887,482714907982733868934363626083204581590718064504266473829231050550786546782827154383242245949662458200457070746429574816298988148513869500601178203381604252286869732958759394176142277837187761888491097829086544275455207782786338521471311700753997732924939683464523545063594388431872624700821125229998801222159034048218032218419676142047560695351119059387648679937724069015805627907498314105453983804793047081350166953425874597154812344488177783952919547064617841478761085663573739669827254599618333863247130276702127534454963924549706012596450412482833661063570394146911435954198078723381122852403307964565392042960
888,2391699597816935693297300312329147515313295928192332109247455386616543157671628845105319111971616993078941484121482465742234064851466344545756234284134576231623346900972848452769838386221858003638569233220787967895578425711071971358212448501385590372227239204745000524929111193137072629120963855671208765848433302608445745861792241401265749375979907274933189214842515285510564780943095335865755308337574909483605371909771379593081732787313647621071216137457190719517165530633245984217822840093056441711366098482006694242848944186902668363708856704258237789115210945092784976213553810020276849255082077915135080542712
889,11850122083251620924708639778480664160609208706648258854627957350904015696297694289841096941728018779989851280845622133221833358963318845101321966586497093540662060717992666140651326627942816535500836886507074470444574497623837301824728184101569068950706571980586733036932391495152505979099326536060198177749958405062384583058466187895339880853085609438462907975066908583635048822498000005448318063609435729133747264101989432681501552785483965200093187116477398532670908357551274694437535767949514622572064362453278181233538638313079003370787016452969793029498643894703699648573208399649519393126220853445425670277920
890,58713678883891890992359523404332740602131448763309162927897282665119115359638801205403798748097870648017547525495674276141704322744294400466377338698949554872190306900884125778873866872498616570252840007221546395552932856601352647896103642121088148637062634934417997171347599430101208006507204273314783673669371651285263128855430255444035504424113375541848358192956292053577499314434790963712427251344415960335319519293263144355852423624758205307777415012158364847926343626483230535544936454655012801900057117591389446475926714975270506161723809598797763174554423159266143028686373627901949876911988223996780514725728
891,290908248754475727422329828550741553077084630292443834332817689538738237009699586353617610498098678872510886026248211969698713011757888350380062400199608953481589163134320027829976610666748100728924785950690352087472875731169466336914068652555003792028615095165044861326607207081305720987333333487466281220240443746640005563368515134085615036239497873804904798708217035247441489895038598153078296084493410231282420248755841105981209188175155441803080759707942096313464018122314754406299902036430476524604886591608749198221365590799794622598415799181823651959601785474693768232101259229204996043221590376905808816448304
892,1441361946120171898059101035887254275198534196982070792967525399894064365944208770781750487070736899019425401310014091546351656800284017162048744368853634840662900634667186716620463324642241639120539872073698650559640439304955018659198740242508326680728986345042880640827671659836202912599793312447719100991479064067148898593468514580976930298019887026758245647063823849329286922228593076532390925628288047373239831476839798148421654716329395898164772917680182360332833597949941920375960019651729685063767883587669062830843093907796524920618741455439595133986980726026292526729744784289300052475233267784702946288003440
893,7141514801764746020024990035711539211878069111579329306903070000344619177774306328617241804848062503070036816398685121633931420729414600763891813042279411704156015205201966419671554970238672235748757426234755779184684679831894010989152535810239393870680853799810341516116044318093647711973667864761330925287564611492492569804360081575319025771890778914685593775265280038496252756871852014341334385446663114824321936588160703457420512928329158379094233373109318298583797320761933334019245209289429051176894837507178245620170200616683602728762615491910880412846560317302051865761327522855080714800554575520885668124116288
894,35384079452683181512785592848615806104045593865745426475436010456768044925389689337327361317040921139752928599172673263525013394966888365064756077195844585479665493768471880507478456197290084984286832789781175528599480874942485159704973054306583460248870948343771587058614680071214625391568747390263274132250372314593930028076459596593044412220028847591188092079255210471511153193460624050827842750066716302609104241357217904506709828603657766506160563578918176761531183534328300758772037682486650280211927422734577577993068756154157962344678940361427348700990444894007862141019676900173139166360295751154880205112575200
895,175317687668221430182760992700053531797434436713210996199154969107376779472566647791770354461399170564434057174302618045471284034851303917781828806873213981719196365235385309937737741096128352215703748318755340867553691987687280868792215025718420810174643719172284242335584503325467769088542258255411650706422737000211987444000567905095797023543521670622059849991566653496055675678386815760351373519857569507339716036946006889086242555825863549342328641215869286882503055551963875952007819721629280799695421071787802101823116846591762188206696465350217288965443394038322800583463245900751174110095111901926216035646938560
896,868648026411904371016730900089431555091209846912332508634101132174331197832031340971639423563380693209524987103980835379657176341304019085755059930946753911822869507491648904123294534882488597662677442182315261115957294984963370213677782365972119588508085484324428891314698627584305353250346869687763977638501439537999455339791300661658429861394757199265567263545775389370509513734815774356421374711232188780715304229096228814067967592500348063291131400301547569707902175409968484063729734742927003523701666553232521576564677357058204736024216411793625107832643560660446240501860901748895399752289657316362703046649073330
897,4303900384905025082918759229656298606157800202934202445499714041863574059907071440690515903732950647585890076244055173761401876534679798694203556479882965183589107123317414453896960183315092130064169372128075681649775255704253980495408662775162532598131980306953385219780337439591958868169261338868210856066258651457398115796322349679416605593098942583978377755862777167046079969428015836868392355281238293379350496664800219483159279408833888735805943529291489488237407002124019725949016461740623301015153857596586550202180355023414514558901763552781452235161792135178243908743154533257888658256356855116636375154475528600
898,21324598069311172993979660847001655000101604159652335794502134126129438051141185605635363657726479634719916784883127828543311931768537617543451244613050572121940355577595393213248373097518390094640024771712338711140274671435733120356594252774161198138758052289762211772593500059566883188210274192933650555209092600080990074163378221744932095668050555498500655472938991760685309813890824954059672727642151643783294663178616048394511714162149475446193781640024654137726330526184859691435003882941686133890416272406044115141132872748097557493132621073217884878163081480176244683026286321413303685034946320037259631333292063480
899,105657362840443131851563756722027147580878338722780981529128142332567018512942030444378846735407258374738606463866952638357953437315201706628047418187702897655001952004674027818745046124843322256527527270521052374913566476786647494960099083220177685153307128836363479004958425002534536280697082020660658671714256942345998516821360085660750837934324594725348682003730114114480352871350701920241575341997594378475890955610894162108935673008019625485792790766173316355546577097603074762707463112290733530194638386860402145103988709892205629404530413090376376713793041897381167525069712798676585059300330169633919341147170073800
900,523502726203896047696553041944222838097438349326126198437074789555382241371242273596519828943580274890238169002043253813319109439990684578049334722738200499768306540766471648169768723688963644088579556027470788907900156868936988186301720814861006702627754375612642868725356823908889401902602896468378367448935595144087120035465176304913400369533793970965208039735415843727734585301158764304007875657307555185723923069398828455738266713136156431111156181156448876123585230119884667213279240003737318334925660286971680617172977841764824935298142112224734144798854575741300958170905393202726806224378608523086899123344314388984
901,2593811411153037124409336020338567401366845216446767722809462678484606053383425738491874807490552868736319926433061290428097777355993671220698712956024983687954870286929951647755020450202403938629939710632752956352325772084606120842545469040793156594392752764250737689078253644370811924175877271248216769900107146991678451591219978989875514736233809684369586722506977980044108355485183605172525680460497695341694536435502124675798349110769807515645437111804848544964456123260304700176992912486932054723075062166450418865953930672316123081387435640765426795559670950483786157244646693229234785251722975687140077836024046941248
902,12851627013737610221027597698648371936817474943526247276242172037666405180645217625826672427557679188616575453149253374902196646329323863731428690368004421261706580227120462871631950781551760824687011993024521286663180750204149055612522681821589079461903521368946830356796585207448822869805956898150407009004937327686829521199202647928159740811795668238538211833931714349649694509979335157551317872683385028678717079427662081096623052769162613278758125875683404803136419607068704303360855567499706589253503187827173417300131757424829463789555055039935578135895318666104415295626799371764104657423685529441117890195584045416840
903,63676340395811777374035095564606833642071924576055570546242341245607106564813045697109854074447802913864578789349090257238376959295470507489001168351970572152152907844263124338883910493737580890628411805684580284624974062679450147302954708442891392977639193855318521525254479906231637217390999146567943042940300568839828927903876536473925685517323439682540659523138798927024626197058223541383386626234052642032311061736413525452535363302436569892635569381998603682495641683218810393356039126730289205267122963137144269072533615770762450125699585540534391986178918873850316887221941853500757380112818136198923085296829577779760
904,315499259869352167007515754248987867177949932031015074724121316685139525835787236689214707739888328499563546612529720765641888522533430533511409278356420037485618508045531647074491189825108458015287886709499895794318332736328053261105632988835710352359024376621821886442045557130065672359305846959270313914897073561976669531973646793310563913590943619443751565355843069859249359431595760707077741209594554068585369825481590554928841539705719302379481894187803271388749473002689365640832774927234475879876974638270851275789978510378601245701964392616143958954754615306808153426801195176940514237623856852228814902238779723461560
905,1563215524377635839549272682588517141819091371559680338264104945871689819213679207437999538236392920344337464251157324431448219378996854904928807612295214331607056010459774097322247580238176375201314299517490179567473027698283540728994020262614579050779893067255333462814801102139805210672102157088511380261727299252385170239482797930799385448186812245129396368812013466610982173916327738328903962615970732788730909975502155841821718564729078043595618977107519340854089525833251449962112321919904762620031227470906601951572042019064085028474692450348439824260092562682593012796001142233340108091537532111254789013581976589143328
906,7745324878250168013919653175654241106517591223574805094887251788962034328628949941731338212417453669409576456423183067391261239576247201083643786848840702752228558743182759515858827179428250223156021093068011512465194535664852141109130562243053845788381853657562327718823687806677036181862281767808896190017013611367801642646227718427015048995268073290389122715020409956900231513939189389654838973258934960861562259622516871923366079103213337677554624815983869005137895903713467111516999740007284153104684132004796464991328344118126798738070913088981093812391551651891477312321330470722765196910365516163742972544084158208859232
907,38376086376876522605285681840372058106345692896386535584632367267960879474515970791222756026895814672502134670369622131148126425383262465982576205483219662653510419952471184484330698814225874672473765016197585070403354671248650422312600907457738466731738100719019684763093686313466277637533680913896712353037923921081199741116691951738089529265139389843442979372963994917745728829385910473160971705091807962776767125937664758563542016574866017008046800209401981512427731956422887567923780847221109596448285794000088399893912637420949437899846768890897017107040588178682519948449653033890196946727519211889171928054721133693891240
908,190143721963344755542728201964610882652684694388060537858212678014267411564105084038235558141136906437151759552973466735887272284953977139805443963695889769706878290671598228797436127986759564463489025098568260938791068274906278619013963707286109401077434350720637028818547088943918905794842316476797605430658677895863161632130147095673806224638290970584453960426001847167237238715867529766182545032587137875131274405560285514723334580395234229143034082116281080483627224386456968274175768140296511828990340908701541096388120736215201971290069758132115876595949113659320414874608140436598874364061074544523048208712519985440097768
909,942114226023160465727421851643312989548869791718254820611241674356860512186613452841834732392024706048012152639388859259585749151924727774026424787531822495241202599141171299314196131466364282633010026038680445341130003337868349874040801330547175745250596415620141578027156176600909860770488625619591394336502086425310671664394924687394925487029775483948730578996660521297098495906529415093399163055028111775496493772928665305071098956483646243514326198910164299985780824144698903025920787928029137684038388002766333740506991938132634945332310043606903077447116651642344291984082160754169410245284475076793887099683656647514029920
910,4667941399661703415221850689686777454833543219757127133156976918285427071859233945656624208708291902127664500027929014886388829787595985338643725064119820236538684840855838194696530847189534911617191253645780934009053630310869783224681855040263708989012975116521378810946000764020412478639321349402772452838061449259000140218419528256575194870630915769657648895185038356954318121283562492339775634626504776982833597344614481312826429321142502936620125459557236423956203518678984060193548524034324902044736545387680665327586806992489825845449642544290558924846170185832201454276769477650251295002647439104509391659194169831275798640
911,23128501255116088459661883654479489168212892525264693949311306815596394102438879014550326170269521044165568569511708983761328356121496575769666432136350297547005804202816104157789845232064840671966333715219235519970571435399887060479345398578655726136066966648436307807454162405256703495380427082086353374643967100155397558030318538236495145360627688244326587155768140220687696923512081845742483730915619513813048848901103596981421065865961901089378729863455657005589915224884603788978464418886757110555492338102795873265322451929000669997810172640463502349324551504420022879075437304006098897145192040954030570592355608245638477664
912,114596102775741019893613818624729689660344679480934654872393899759770142858788779122545560088440500625063804168082829355652558942239977762840325818363088292052029592102154668430052608572122735609904010253307563113821168561288862481889946572509521664439562584449585627620674019081484215509110708015751048417629136290541647570608723774595860710875429637415664778736655039887195746280903421071448600047665391239854028987456061791573707876628848327317258623888490053275413440816574709492398880823038627439579569454998571905776380979546451330786079164319393999889429646244900562551198770026783925358817135638667122298883398600389159777560
913,567796179965227032340869194735784561698104438060417379865411559080681979755237155397791241901619020793706907544240556460401443795998600081143274863604744917709306447646080333540428088346234134868388785169707069270746024600166866198731429104811084727889511155416378966421215859660020124769783103103247747188075288152142110349555720903968571168196957321639813352140631631404288537136339351230353604069107878238482165306303122659093693441272020168410199141495021437604339022116011292106964825596373174569151825936156702442515070643639453517227327365310407497284098876187320044593126298837579160468511514277304833051507751865188714940192
914,2813295456274568059713730269381742682667729133508760150162153855730290643395303950183538252294636024847393218015200794242011526309075576463732935481832776649700619144238408084291486329818554821895381256996061309544426670355725015934004811962745906538439075624965718822674679179497379224124029998124983271616584795624618778400988876289488001431437474818844205754211623267003805783879702702280147929959312159275634047409597087935073110758334220557757459003057911262927828221524455599115463109614697786706381739480954273927074892688436089687676528008026092819163465212822602948152356470229924073797722863385193925623498125442716338169120
915,13939220335970544313315540486338625322114055891543774398595042901393650119837238071697846886011261690175425144371211943832115483118990002427144155797994899970221322444163906640326524122840359221287608386723213356917562190531863652296450403043301723292208061057122591213943599327709826887246493711483969165844193781046055446315401289518372621207578282156636992941555073809833028630983230078318805835469150413818082389412785187249127159181927064725974403610999245328417328256363394045235853114458246344334223635957614104434846672416252282678802630050267653206760745562380462894077438145111499771891618916383862387893623510549561232496928
916,69065614530407723645236775832113921722494629282930276220826285268186830835224382038279837904074952196777236144856360484002579275323138462394803758083575509608047012833317050962110430164070052909315348912980225619064565729474365725149224841492419619180896632560432819356670601715909072619339189661366464518455473225438591008782382269076930734840238965845019707504150195830002200990196358051646122709072455325544058326709310105947245937299184189602662195401256823441787741650333946116380113808823809127597973964646127774722889291081263607110848062127562958142403611405636881470644287311776636100491061949755771140144495685856721370622304
917,342204358369879060423372859384156491601158698113877881848263528104275230999843419932464077397075689908824920780555731260408980674531451346983831993135239838823484426699115869045494058180757088019068173141023736925124225370222965284123561716435590622287560735724953401420201559262644896201404900032277023355510547262405769086343337790567238699343801517821700395990964193452553808000959237208254665099948585766212426666475149295990830455125416879206577078216325649633076813757981411481434317188057947129677724181359492788078203890412785060015367294064290989355140025935561545145410948273282870078828512762794732986232241719966891130276640
918,1695545508023950406635787388359354937162478475132801089970027810777933635746753848473407051624723736193859974063821274149432936174286871054009340196882868611928559824905807986245169684163764826321978149007237454516873402843858918664565636878184299907155447582911271714206922128438121255228463643694554154333740838917774488728941653201740857270483464432330904928806564444106398258641553972285955971402699703757377547695986092773454519454367550497940859362654344362891918245281204392807121433282618175217384402308629717646122233035292091077027766252928572548733948808889124245902377622611561955830453676220323723067385020359257910571115448
919,8401051021506425520599776248641056101531598125300749388281805427567876614585117315419994487381833631567431565318099138599611866460517707480799631829257569505035275942809625153600514207197577810943693379871939697231898933220886527958401422586930781581978317035517499763708989967102124269344520375210613180644990645283420929164896725403085814757534869692371331718986903819865071090128894708154392681746357839989153042052092418187502283129587909043276384288560611622989558926717823681181112569903356493052419832776785826554754884935926289912065987949265589363858295322150608777968979028186033185037722353899616217521924916136893898150285200
920,41625364633522040470336986163090464491477341637270909332375647295514961594924005684295105599694933496577769663276690129061306173232888073078873149341741320947202346766108251173102317295544105971923312858780772351308847014918441334088861323020056352461234194473256853317216604627474043744900980879575851184434046530730079692720840354347458725721307045255381996310789392704731793602404317067682460698739902753979057630864789342710000942760485998655990602382854990395781074265652992128166544646421314327392358601322466788604172922372707155487541962260675451600504334548951914171817254767727081786012044591515038449711035281627812398485283320
921,206244670978754449752782297269644065508746769336187002492981219718089699578511850953741743916753606581550870228271228907997943147817505683858683537691067859809347435625776229746837765367431541176783426003980018188978305363671008882149389862064800031712296437734537763127785499584428705940885834048838745621734642335024350454039512997803571038837434429061912743026665197286036609277950419356824676128180575275562479643483769763407481271640508996544678689590343668995383225322248916320388999886456285693236179593790777291544767088413236716411381245651531990353483204717412955629114399979675846611732540000215079827805518340021532863283044640
922,1021898300231691609727103395806968095063259473339772488252061777994805869077579729457016429240191681181193948693565121384987743253129667214671147997549822142414990673850055990229522969774485244915516542207341372845055788105198478454150071423429570781490486986719731100613622735064032780705556652046492330125217046406045612611925337487794931595829868979266090032685477442288543015808525745722945408178555872601038131558853600838692249023494435108832183005821464358437557630509254100422978564470372987690495178403486537089606895192632746227984987500944689115889400926225399833622886416708306810644840023481746047339816077679635301348288495200
923,5063290823023282297513142648208769717215854994570794563151343948474960038367849543378932868013965875230651766259039718548711150624329434088020285124053129010607703029871618538063119099700305805418808728327383318183326591222338592067035272733134917928003196973369705262660008378862635366151721732041542097619597557840137195264086710365584520312891460780996264918262545181404875874890195403527070383347624209722372623807938495679700787623279885281076147480369575493494565793491479186380676207628364448654826360284086020150666577712036057551228043987191673207576068328387448850400004304062118065007482235428322080680199068756319090502816437520
924,25087554201819103370502654115525264975481788599426307612137325731464500077490233938991717065429557708196969895616726991803542875137204624902539515654786128209767544304920880771769910895674551008012158614246614075507537451512544408615971946597432981560767607882673000377772272762118542092737905691584020422423890923906384879392764822235595903950453803415824573654633420167590890967084268955592107628992675534970410712116701404434697142211808907449202515832359345953632107931501082482467250304460949933830676955159935297518197000641621323293641143538182831168756405299571363740181154648780977676884064726521121425575346290917062074433185867600
925,124303692241831539442237484101510912233283362688088143742903290623067672705283039777691500769914303387034197895431615976723659137188141744328656752097369133476758225153186177971796701706025521845633155312436922649388049075569638722196825109350257834768765969446063038939496076155941315526999804902634868529580751979658793479612360911820392582480387018652207634965804200271698849355902727576934259845416042862278668772248993582823524281508491273238357031981144053722454592797451663889699814106172002225192866371840259065740911338030372337719215465704690906927093981877791833832904059351780871729929262847412520484288681088659886500074378023360
926,615899692912153739987868419302916331973058565534149906890609569902435236781771254021425157130628614524739140767731205209644485941490651002734876097646700963700282375035249376323527204342085099203885824328540900588880252371670311850039378515431190194754921545413657408789283099041685148761169772509851408418253697168251753366710206115559814528383904585966471268834142579128484047723449546820938542458133129333633030196008320480073798892388686742431946742584942018737660432389665765831742347661277353040011467984539977410958062462159813699482040665714579252751861369373472880498473959992893434930607233072043815257666509262794603006557181450784
927,3051660380685483029890613647087153443465508105819909949251158860659219726539296690690045481390356448803019599481173114938125422250682578171912505901006389575048659350858639836670389723254836159725610597599561109021265290859620636912580259156649122298764801883134003618209038616670445699525142158551336679178431243774374768248954787777738000081772796249296363681812972434777495402546931158014291591956222917518905764361883487051423679447739309131758900279160948476146145431398002576288071275159409319618213732100206869878278416916226269084829119062416068856560156841531575701361353925173613432491440606761798014805529225787385526456490788947520
928,15120378531608014687026542310738823878728109587017206438558228241110354953575308985228839809516658517885945975252908465708387712881282240676365436870568884811587787113873450567012564776271128021448177211720114669138975517327045287496556529071466918326690920978182440784891358015463698517466567021249169270064694502134744393615059930322942890643372680440346888492856788065896514173122327057518135592484796397521382482320786140367632129422659286535966570270650748362284855418213782683048561742448483730995276530702885192033873600160720868194667061361799558060295327376600695245707693807294607498687286205323973949915215018377427815646755709410088
929,74918552878817184647775907504418150981550552631803536456554873731587479796660092004083626984179313408102039151538486231013124660146659804570789543761960000491513964099493490213659208102374145753012831378735887694438833535466070252150819861874422472373204831074125615858320006011093642579459596419778558906448963346851594837150094568708136736135167485062566643994486801206829836400780099674797524782130161172790520049116063852483751572484340730093397592743255278911828715092938857329146105589834553010793528143128931624133967475950167434624392759056713747314574219082808034902639642336903763069190720504261786222701970150441414522145188608782560
930,371207162804940792955739497333071297012508655121915435450109758555253118182960616597631063523033015731351302533744853143484063093557162247650247350212598141450926420324204563724107522286347382602349275506408859553463561702802068207521022011594026942107829384980941721877845602090381664784885049933900816252825320829741103886735221232457042683507686089804128221047025350095192397062672815480960578252933660084742472362220992547056827820451440522725007869746641425704892801251034373507449202510902445799769786768302690798170031228017279847121307013477548211053730178878884880024486045274564728514093222475863886808314219984487827890474746932324704
931,1839261865510898788517181973371343632503354399721948902867575088569773653486788423213800590813473430724910270782561149942272412927107242926227472650614466833420783701349996754330295485534068899658394573768189390335316034235476223954147956891895563628366853496356556161236873829516020710724645620853015846231467720745386841068835096150814608462866867795320316560952619940467755148333887724358018466802582605967712999686015175718422242745583595458753677854011101079520245018453444359776053305659491012628303556772500597118043343540481230825425842122344099557442070008937650669297383208089653176004660790663863523459129532394096556737069822499977248
932,9113202812798440932211734771322258210442305178921493745316846270933403410324541346552239556442172725973554728766855707291912580790041935114798224996342838837196808064818443117967562554628522876362507698861590379174844394409569238571844441328063438923522234466545363232468843704321666830473042776671183386256102771888105091324371370941445346240017114192834675376687989157208198357288945864013590575016782862274787843855196289578821965832046951254240502421173976205627682703725373649137870095391244443366711509912561119795384946821524803326228095459998784116925674087199244245292617716434907251350390351917155007789913576632776760926754685756892640
933,45154262610276597696087023248323342558233547947776829026938701679929993492720617448963889141039426266215998843405542135338431269779730539176081335582448508684939967195991976346201143194702459778073446344633719772454682650806016042463905662471210210616726700974408633472990608287562762645570981216994333260645055573208676937311029081097070892416249008445418094211653892140215662106652426545393279992613230456272889520228398019927220276268965016055902511711282125916758664319800117755056033346875210743042887792830519549813149789008417310518296783133243028406197250108814407454591215962835737728592844393315063933580902570081428072308714681007856128
934,223731287911404824581303349718235803637604128775514102697843475596142545822894910695940312783027819633398306875321526122907759268741068946395517156694191154025210481055230577705788551560413172392049303712911846616465006611273436213113203973835899789864414229814575051053404342351060994751519838408681341063679885667423594923180771774165160635453648146020448577775953057962598401959060900900867106637641930185743704086902184937670742313381824150566612689761488624496921177970547613473169548978165873667301075399889065209399625569185525974810935423492992652252601115843886324212784271222993567400388406852070389898931213541973792173346911864681732320
935,1108549115181702051251857859824589846808821688369730855569288286349629529294592041693428111749972743417280923742245162332930472595641327516170518036386660609106051213216303997262193888972314088576773201006823571125288445880103956633024400178584216812493067067995348765605832035641527649829839538460164434103516997651607605675659024464004764131044659618477779859106829456899057336437606172904937906382758050332547920847889958372113667023256550477803083221345736086987975797299568635147838837296924894540378552924976081754387522615090048702566881940881100189856627691273777951461131822034382574901436305909420191606598926132124554079745829724977687360
936,5492668703886149031435618779191032000343919863906641757555659743657222168130418867878559166869707644343738393734808149728681816252316943738087678526409355591228483361149358922067713067452452246486345861025689207350642180440292155780933193730933614540430446533996589265029713473199127678353140464876062108529417320893937997024714286933880840127589543849360314836314566553838604147863520149845447772414460073997465484798036156062198729822674439716822269796619961396684731756378481662771907216747573528615948291248213481819523308652054285075445645725518401320322488355213496939557863402450611139515560415818108399652395982476643472778291483023517356704
937,27215236821996126032091049179401842345586752367160073256210517474441477502525963470053746963925021041365768266464789163622633440837652775909440945804436692512540584570922643305368994513488172328428279782047130816868288991750233947442903035268256328746138372283440251444657264324702796496065779358063256706430451264197074712527040542337973101468512107893101862120623496815330995464299287218716010082767733421989844877801059389333523084947828167244316663501830411956994891090643011556399012089318817155966637530017978604990238835552500750856283762979546271816985463248848537543817250031157047691621110568930711935206207100357658435764118217930778975360
938,134846934480212445968403842938373212328028764035927570199589295240978816656149229821468612476497092266491654981076829640942777561902274557708446544733869055582096986013023023219155191552020391619791807475510983173260253638110385678672392150464828660102631007623912973750270715593078923663436875981086362650465408302630988302977181891025344353990063265539121273594194924245091031501251650108641269943419112390496975502114803527321773094476709662984455763166456272784571213191117598422249336146069082313247103347978505378632522646295104751482125317234796772728788385222304476748711867827011282167464702587850082082569139681590175605972584394198325967552
939,668144326098451690713715805148021709285849017443310587231491823232899413755456858001515621157764807008818639131879005295797820826194522942549082374593383580146494624258050665038944950438066812815220986789611745241649741599786289760202139466386462521357412608116699846826343778858568803051999208089423516925883025537837253170596818907360978286156684052993260488160652361837409936223963062545034677673155074001397518292435275684200900873992121292215537362846424611977895130257798179149452648535734666468067241795873245220899331634013677839733948322279796936306711459829444332450849066575843326100200525852905148229853042838359982339959991571613351171620
940,3310546844974948551432167993396820178812014994547082369123424858902756932945048397485543214051221520107960789367865848980873499389936921452226043536517497268647328638085882509166819754454879191549032945585512567300946273251316592713022211544183847788693256915476822006237709194871864629490859303672141771300000751558744871669321199299153330596133756372523745127995751488481949452934281965271058635765881613352347145421188793073864025658866253838901761098947555355968499925605463859652788180775953642658679259747248847077332965938059854221135908401641187012611212253010009238776879099560350994699653599568244312461963538015172151170565048435226166038948
941,16403232329808519967133026081077592415609527905233621248162863961749055434376388639809401036552502200895915701657171469017336971578839516634199660824745036256738042336039202742252703574008138256358563232847548400633578351084556134270039274800588236063815250093351953571697747836917496380106759412003414744431220636488217518076096386803741728681915765129018706250474931908686925917539915489725489796724117534910347691474257125618450036607228685004165330058987443921075541474144188680374557676728922567789042093152780931914793418296590081888904625315749028971768972749326078470481284524610114979595704715769775499495968576714104367771830209602010149348464
942,81275449437047268638378072282240184974353960378630255359724455236720283101583788493907790981780983259733407822704502608172659923586743449604484131627081886360925717324007622152719631120739294865168141279068689314079574222618929388936182003004577441372223461638604556350816040428119817327993526043224797642232742951991399261088751356746895270218440927564592303823578911021608317057262338078022799947046243820804868007327041509924056415511777571431568861595127831206425983514406026905470630660912028248489571416420428565554592912702305253592125913716586643383346434136205801764171363391381830669146080166447552554872005441621802686043388987186053466032440
943,402707360858168872298861234745467350079219409862924030107116895040991166157828468160953520230441531387553146173919575450687887954722587061901246720310549400223918571597230131822823443016858313995723489841123497110135713359063211199042372909475060621815393199469286573142433966565133322131451858697420905381777668005475195414417082569232861021849551205027330761057447505718864565175693541741561004594403435690591200702476624358003025992678326442764038267139875283063194030606225365168647945220355571985878186493053777840413894872002102902260443065761205289172330214380144208536589775563369435141741933123665460781554689394967215837564802293362892972641328
944,1995354202827460187642038606784710684688107301645947039801079182342592927615669813349797189784237555974337880121130824241482336183023119230442797446982531108359158763351008696035836161185613874173157589059814157374598186276432662366123177278472356376932847024090097362767423790116025858866522807902258057745040396677276147417002389717274674833424026189654942968645592471682173437978198259393383833525110898087790437334296817715188712641026129938186755464672913481895271953911718290097741192698679363169728623162701428734771978548606179202511575226653895330784072798838714640127027777232464055407625293455392135100856089472637643863895235485409725852313700
945,9886684511672253255774367428663994238347319330026479981802560401911729200049597244772997503591035240188749714963550714833674191425676515440446745883072714806427721973231432006926932084839544805550506015799537101462193616212072649987173620372330180655238705333573904411781099640875592760925658498124014198862491978452753852439499518887531905462206466331313489906524784143836861162229083442710434844051631823670800001534853369682927746236976326321241268174353627782243338516960577805510859174719436638388535073044412455485922266681341734869294567769160694609006570265760820512984350170653958425928361813626233355434494464030552527023203945811148386264136880
946,48987084694182428199933736438746333408341373889706730671535005315957125711764281393073890894155976099380989144988119336426962912336474873044732028325779325859938032502541749809344250889732118295094167581192239703734352821056374188242710993733065298877862348817094651191803301684203602117795205968065381801537279416668166764280784418425548335754339807826550407775118466263966363344044206653233929586991231193245651085986360938650811497800577854256610815838845517677913568389721961487462719750049111170926080759499489574906935122957059013030333714329831371701015003528835207345615902193400915772785210221480304764057576198361405701573823401510534340657815600
947,242724019763232694112592274566125218353671446591933663159154904258348711101236765361232728568122332612871502484794556771834603331283700991991532659402834272929775715902760873807586536353575019016953745236097525493842432794915352792111887529946274690596553317989707659733512847702177956167029268065445608203581585555563810766543141414417238036858742517999811755097627249070044526304573556505112470195320026247404602615945606506092273116903020966311431092297298923652990167234579225581733404486738940827356437032548731298895799286153555936478314805133624948851649574699522004059460204716257680250061833786074006070808768240831149238090086854406477633566226800
948,1202663578889356007806534059687483706524548958076085227130798862071038681109197019007729828994091349932939131722076611862641734473701977011998459741307589507885270397503253742087045481743272591884457721423145780443331145448483197029803640454440978580986528362611751466311495328119392377700815386709048350774197022303761525996325187891292728819725445929332958500691714547336149949557944912897285914120426509982192367742365447559091972194472105442934422879678347876159843806502540460330465882116354252431695119791539749408137794980234666177543195224584492440672879522477168872668993172286949109124985878604598742568653895037864465371227847357598160352566212560
